"STATION","NAME","DATE","AWND","PGTM","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-01","1.0",,"14.9","26.1","6.1","  300","  300","5.8","6.7","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-02","2.4",,"19.0","27.2","11.1","  290","  290","7.6","10.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-03","1.7",,"17.7","25.6","10.0","  270","  260","5.8","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-04","1.5",,"14.6","20.0","10.0","   10","   10","5.4","6.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-05","0.9",,"17.3","22.8","14.4","   90","  120","3.1","4.0","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-06","2.0",,"16.4","17.8","13.3","  100","  100","6.3","7.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-07","3.8",,"17.1","25.0","13.3","  180","  180","14.3","20.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-08","2.7",,"14.9","20.0","7.2","  320","  320","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-09","2.9",,"11.2","18.3","5.0","   30","   20","7.2","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-10","3.0",,"10.0","14.4","6.1","   10","   20","6.3","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-11","2.9",,"14.5","22.8","8.3","   10","   20","6.7","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-12","4.7",,"13.3","20.0","7.8","   30","   50","9.4","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-13","2.7",,"13.8","16.7","7.8","   30","   30","5.4","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-14","1.2",,"10.9","18.3","3.3","  160","  150","4.5","6.7","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-15","1.2",,"15.0","22.2","8.9","  180","  190","5.4","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-16","0.8",,"12.4","16.1","7.8","  250","  350","3.1","4.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-17","2.8",,"16.5","23.3","13.3","  170","  190","5.8","7.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-18","4.0",,"17.1","20.6","7.2","  270","  280","8.9","13.0","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-19","2.2",,"11.7","19.4","3.9","  190","  210","7.6","10.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-20","3.4",,"12.9","17.2","6.7","  280","  330","9.4","13.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-21","2.5",,"10.8","20.0","2.2","  180","  210","6.7","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-22","2.4",,"11.4","18.3","3.3","  260","  250","7.2","9.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-23","0.7",,"7.3","10.6","1.7","  280","  280","5.4","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-24","3.7",,"7.5","12.2","1.7","  270","  260","10.3","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-25","3.3",,"5.4","10.6","-1.0","  300","  310","10.7","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-26","4.6",,"5.2","12.8","-1.6","  190","  240","10.3","13.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-27","3.4",,"9.6","13.9","2.8","  290","  290","9.8","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-28","3.0",,"6.6","16.1","-1.6","  310","  250","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-29","1.7",,"5.3","10.0","-0.5","   10","   30","5.4","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-30","0.9",,"4.6","12.8","-0.5","  180","  220","4.0","4.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-31","1.6",,"5.6","16.1","1.1","  190","  190","6.7","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-01","5.7",,"17.2","20.0","11.1","  220","  230","13.4","17.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-02","1.6",,"12.7","19.4","4.4","  270","  270","7.2","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-03","5.1",,"8.0","10.0","-1.0","   10","  360","8.9","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-04","1.9",,"1.2","6.7","-4.3","   20","   30","6.7","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-05","1.8",,"2.2","11.7","-3.2","  220","   90","5.4","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-06","3.4",,"9.2","16.7","2.8","  190","  200","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-07","4.1",,"12.8","17.8","2.8","  310","  330","8.1","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-08","4.3",,"5.2","10.0","1.1","  280","  310","11.6","14.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-09","2.3",,"3.2","8.3","-3.2","  230","  230","6.3","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-10","3.5",,"7.4","13.9","3.9","  310","  330","11.6","16.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-11","5.1",,"7.3","11.7","4.4","  300","  320","10.7","15.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-12","5.1",,"4.4","10.0","-3.2","  300","  300","11.2","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-13","3.8",,"-1.3","3.3","-4.9","  300","  290","9.4","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-14","3.9",,"3.3","11.7","-2.1","  270","  260","7.2","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-15","2.7",,"6.2","15.6","-2.7","  180","  180","7.6","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-16","1.1",,"8.4","15.6","1.1","  190","  190","4.5","5.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-17","0.6",,"6.7","13.3","0.6","  180","  180","3.1","3.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-18","6.1",,"14.6","18.3","7.8","  290","  330","9.8","13.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-19","6.1",,"6.8","8.3","-1.0","  300","  340","11.6","16.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-20","3.0",,"0.4","5.0","-6.0","   20","   20","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-21","1.4",,"-1.2","8.3","-8.2","  200","  190","4.5","5.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-22","1.9",,"7.3","10.6","5.6","  180","  180","4.5","5.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-23","7.5",,"6.3","10.0","-2.1","  310","  300","13.0","16.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-24","8.7",,"-3.8","-2.1","-7.1","  300","  310","13.9","17.9",,,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-25","3.7",,"-4.2","1.7","-8.2","  320","  290","9.4","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-26","2.4",,"1.2","3.9","-0.5","  190","  200","6.3","8.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-27","3.8",,"4.8","10.6","0.6","  300","  320","9.8","13.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-28","5.9",,"0.1","2.2","-4.3","  310","  310","13.0","17.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-29","1.9",,"-2.5","2.2","-6.6","  330","  320","5.8","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-11-30","1.6",,"-4.7","0.0","-10.5","  180","  180","4.5","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-01","1.0",,"0.4","5.0","-1.6","  310","  330","2.7","3.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-02","0.6",,"3.1","5.0","-2.7","  310","  360","2.7","3.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-03","1.8",,"1.8","7.8","-2.1","  270","  280","4.5","5.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-04","0.5",,"1.8","8.3","-3.8","  100","   90","2.7","3.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-05","1.4",,"3.1","11.1","2.2","  170","  180","5.4","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-06","3.3",,"8.4","11.7","0.6","  320","  320","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-07","3.4",,"1.8","3.9","-2.1","  320","  310","9.4","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-08","1.6",,"-2.2","0.0","-5.5","  290","  280","4.5","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-09","2.4",,"-1.1","1.1","-3.2","   10","  360","5.4","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-10","2.0",,"-0.2","0.6","-6.0","  300","  320","6.7","9.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-11","3.5",,"-4.0","-1.6","-8.2","  230","  240","6.7","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-12","3.8",,"-5.6","-3.8","-9.9","  310","  310","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-13","4.3",,"-5.6","0.0","-8.2","  240","  260","7.6","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-14","4.5",,"-8.2","-5.5","-10.5","   20","   20","7.6","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-15","4.1",,"-4.9","1.1","-7.7","  360","  360","10.3","13.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-16","4.1",,"-3.6","-1.6","-12.7","  290","  280","9.8","11.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-17","2.8",,"-12.1","-7.7","-18.8","   10","   10","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-18","3.0",,"-5.7","0.6","-9.9","  320","  320","9.4","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-19","2.7",,"0.3","6.7","-6.0","  200","  200","7.2","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-20","2.5",,"2.3","8.3","-2.1","  180","  190","7.2","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-21","4.6",,"6.8","11.7","3.9","  190","  190","7.2","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-22","4.8",,"12.7","17.8","8.3","  180","  200","9.4","11.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-23","3.1",,"11.0","15.0","2.2","  330","  340","8.1","11.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-24","4.4",,"1.8","2.8","-5.5","  310","  310","10.3","13.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-25","2.9",,"-5.7","-3.2","-10.5","  310","  300","9.8","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-26","1.9",,"-4.9","-0.5","-6.6","  260","  270","5.4","5.8","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-27","2.1",,"-2.9","2.8","-8.8","  230","  270","5.4","6.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-28","2.1",,"0.8","9.4","-5.5","  240","  220","6.3","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-29","2.5",,"0.8","5.6","-2.7","   10","   10","9.4","12.5","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-30","3.9",,"1.4","3.3","-9.3","  310","  320","8.9","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-12-31","2.3",,"-7.6","-2.7","-12.1","  280","  280","9.8","13.0",,,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-01","2.9",,"-4.8","-0.5","-9.3","  310","  310","9.8","13.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-02","6.0",,"-7.1","-5.5","-13.8","   30","   20","10.7","13.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-03","5.5",,"-12.7","-11.0","-18.8","   10","   30","10.3","14.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-04","3.1",,"-14.5","-3.8","-22.7","  190","  200","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-05","1.2",,"-6.2","0.0","-15.5","  180","  190","5.4","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-06","4.1",,"3.1","12.8","-3.2","  270","  270","13.0","16.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-07","5.7",,"-9.3","-2.7","-14.9","  300","  310","13.9","17.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-08","2.7",,"-12.2","-6.0","-15.5","  260","  230","5.4","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-09","2.0",,"-6.2","-0.5","-11.0","  340","  330","7.2","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-10","0.8",,"-5.4","1.1","-11.0","  160","  160","3.1","3.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-11","3.2",,"4.2","13.9","0.6","  190","  180","10.3","14.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-12","5.3",,"7.8","12.2","0.6","  300","  290","10.7","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-13","3.3",,"2.8","8.9","-3.2","  180","  170","8.1","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-14","2.8",,"6.7","7.8","3.9","  300","  310","6.3","8.1","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-15","1.3",,"3.3","9.4","-2.7","  180","  190","5.8","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-16","0.8",,"2.3","4.4","1.1","  350","  290","3.1","3.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-17","2.2",,"1.8","6.7","-1.0","  220","  230","7.2","8.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-18","2.7",,"0.1","4.4","-1.6","  320","  310","7.6","9.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-19","4.9",,"-1.2","1.1","-2.7","  250","  250","10.3","13.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-20","5.1",,"2.2","7.2","-5.5","  260","  320","11.2","14.3","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-21","5.1",,"-7.1","-5.5","-12.7","   10","   10","9.4","12.1",,,,,,,"    1",
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-22","5.6",,"-12.1","-8.8","-15.5","  360","   10","10.3","13.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-23","2.7",,"-12.9","-6.6","-16.6","  280","  290","8.9","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-24","4.1",,"-11.7","-7.7","-16.0","  210","  310","9.4","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-25","5.5",,"-5.9","0.0","-9.9","  200","  190","10.3","13.9","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-26","4.7",,"-7.3","-6.0","-11.6","  300","  310","11.6","16.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-27","4.2",,"-3.7","5.6","-7.7","  320","  320","10.3","13.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-28","3.9",,"-8.9","-7.1","-13.2","  310","  310","9.8","12.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-29","3.0",,"-8.0","-3.2","-11.0","  270","  280","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-30","3.0",,"-7.8","-1.6","-14.3","  180","  190","6.3","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-01-31","3.4",,"-1.9","6.1","-6.6","  310","  220","8.9","10.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-01","2.7",,"2.3","8.3","-3.2","  170","  180","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-02","2.6",,"3.7","10.0","0.0","  320","  330","6.3","8.1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-03","2.9",,"1.3","2.2","-6.0","  330","  340","6.3","7.6","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-04","0.9",,"-4.4","-0.5","-10.5","  150","  150","4.0","4.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-05","4.1",,"-2.6","-2.1","-3.2","   20","   10","7.6","8.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-06","2.1",,"-4.6","-2.7","-11.0","  340","  330","7.6","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-07","2.0",,"-8.4","-1.0","-17.1","  280","  260","5.8","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-08","1.6",,"-7.7","-2.1","-17.1","  180","  170","4.5","4.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-09","2.6",,"-4.9","-1.0","-8.2","  250","  230","5.8","7.2","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-10","4.5",,"-5.3","-3.2","-10.5","  310","  310","10.7","13.4","    1",,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-11","3.7",,"-9.5","-4.9","-16.6","  310","  290","8.9","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-12","2.0",,"-10.8","-4.3","-19.9","  360","   10","5.8","7.6",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-13","5.9",,"-5.8","0.6","-7.7","   10","  360","11.6","15.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-14","5.4",,"0.1","3.9","-4.9","  290","  290","11.2","17.0",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-15","3.9",,"-2.7","0.0","-7.1","  310","  330","10.7","14.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-16","6.4",,"-3.4","-1.0","-7.1","  300","  300","13.4","19.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-17","3.3",,"-6.6","-1.6","-14.9","  310","  320","7.2","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-18","2.0",,"-8.5","-3.8","-14.3","  350","  340","5.4","7.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-19","1.7",,"-6.9","0.6","-13.2","  360","  340","5.4","6.7",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-20","2.9",,"2.1","7.8","-2.7","  320","  310","8.1","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-21","2.8",,"1.9","2.8","-1.0","  290","  300","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-22","4.0",,"3.2","10.6","-3.8","  210","  230","10.3","13.4",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-23","2.1",,"4.1","9.4","-2.1","  230","  250","4.5","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-24","6.1",,"1.3","6.7","-6.0","  290","  300","13.0","17.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-25","3.8",,"-5.2","-2.1","-8.8","  280","  280","9.4","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-26","3.4",,"-6.9","-1.6","-13.8","  270","  290","10.3","13.9",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-27","5.1",,"-9.3","-1.6","-16.0","  300","  310","14.8","18.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-02-28","3.5",,"-9.8","-5.5","-14.3","  320","  320","9.4","12.5",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-03-01","2.7",,"-9.3","0.6","-17.7","  170","  200","8.1","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-03-02","3.3",,"0.2","2.8","-3.8","  330","  320","7.6","10.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-03-03","4.9",,"-5.9","-3.8","-11.6","  350","  340","8.9","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-03-04","2.0",,"-9.4","-2.7","-15.5","  320","  310","5.4","6.3",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-03-05","3.4",,"-3.6","-1.6","-7.7","   20","   20","8.9","11.2",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-03-06","2.8",,"-7.2","-1.0","-12.7","   10","   10","8.1","9.8",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-03-07","0.9",,"-7.5","1.7","-16.0","   30","   20","3.6","4.5",,,,,,,,
